test_id,area,dependency,owning_sp,mismatch_pct
wpt/css_flexbox/percentage-padding-002,css_flexbox,SP11/SP13: Text Rendering,needs_text,0.30
wpt/css_multicol/abspos-containing-block-outside-spanner,css_multicol,SP11/SP13: Text Rendering,needs_text,5.50
wpt/css_multicol/abspos-containing-block-outside-spanner-ref,css_multicol,SP11/SP13: Text Rendering,needs_text,3.14
wpt/css_multicol/baseline-007,css_multicol,SP11/SP13: Text Rendering,needs_text,0.85
wpt/css_multicol/broken-column-rule-1-ref,css_multicol,SP11/SP13: Text Rendering,needs_text,0.21
wpt/css_multicol/column-count-used-001,css_multicol,SP11/SP13: Text Rendering,needs_text,2.12
wpt/css_multicol/column-height-009,css_multicol,SP11/SP13: Text Rendering,needs_text,11.55
wpt/css_multicol/moz-multicol3-column-balancing-break-inside-avoid-1-ref,css_multicol,SP11/SP13: Text Rendering,needs_text,1.33
wpt/css_multicol/multicol-basic-001,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",0.31
wpt/css_multicol/multicol-basic-002,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",0.31
wpt/css_multicol/multicol-basic-003,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",0.31
wpt/css_multicol/multicol-basic-004,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",0.31
wpt/css_multicol/multicol-block-no-clip-001,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",1.98
wpt/css_multicol/multicol-block-no-clip-002,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",1.98
wpt/css_multicol/multicol-breaking-000,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.63
wpt/css_multicol/multicol-breaking-000-ref,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.50
wpt/css_multicol/multicol-breaking-001,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.67
wpt/css_multicol/multicol-breaking-001-ref,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.50
wpt/css_multicol/multicol-breaking-002,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.71
wpt/css_multicol/multicol-breaking-002-ref,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.50
wpt/css_multicol/multicol-breaking-003,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.67
wpt/css_multicol/multicol-breaking-003-ref,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.50
wpt/css_multicol/multicol-breaking-004,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",5.68
wpt/css_multicol/multicol-breaking-004-ref,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.50
wpt/css_multicol/multicol-breaking-005,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.80
wpt/css_multicol/multicol-breaking-005-ref,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.50
wpt/css_multicol/multicol-breaking-006,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",9.85
wpt/css_multicol/multicol-breaking-006-ref,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.50
wpt/css_multicol/multicol-breaking-nobackground-000,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.54
wpt/css_multicol/multicol-breaking-nobackground-000-ref,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.50
wpt/css_multicol/multicol-breaking-nobackground-001,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.58
wpt/css_multicol/multicol-breaking-nobackground-001-ref,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.50
wpt/css_multicol/multicol-breaking-nobackground-002,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.63
wpt/css_multicol/multicol-breaking-nobackground-002-ref,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.50
wpt/css_multicol/multicol-breaking-nobackground-003,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.58
wpt/css_multicol/multicol-breaking-nobackground-003-ref,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.50
wpt/css_multicol/multicol-breaking-nobackground-004,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",4.58
wpt/css_multicol/multicol-breaking-nobackground-004-ref,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.50
wpt/css_multicol/multicol-breaking-nobackground-005,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.63
wpt/css_multicol/multicol-breaking-nobackground-005-ref,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.50
wpt/css_multicol/multicol-clip-001,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",1.98
wpt/css_multicol/multicol-clip-002,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",1.98
wpt/css_multicol/multicol-collapsing-001,css_multicol,SP11: Font Metrics,needs_font_metrics,0.60
wpt/css_multicol/multicol-columns-001-ref,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",7.64
wpt/css_multicol/multicol-columns-invalid-001,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.13
wpt/css_multicol/multicol-columns-invalid-002,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.13
wpt/css_multicol/multicol-columns-toolong-001,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.13
wpt/css_multicol/multicol-containing-001,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.13
wpt/css_multicol/multicol-count-002,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",43.31
wpt/css_multicol/multicol-count-computed-003,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.28
wpt/css_multicol/multicol-count-computed-004,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.10
wpt/css_multicol/multicol-count-computed-005,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.28
wpt/css_multicol/multicol-count-negative-001,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.10
wpt/css_multicol/multicol-count-negative-002,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.10
wpt/css_multicol/multicol-count-non-integer-001,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.10
wpt/css_multicol/multicol-count-non-integer-002,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.10
wpt/css_multicol/multicol-count-non-integer-003,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.10
wpt/css_multicol/multicol-dynamic-add-001-ref,css_multicol,SP11/SP13: Text Rendering,needs_text,0.21
wpt/css_multicol/multicol-fill-auto-003,css_multicol,SP11: Font Metrics; SP13: Image Rendering,"needs_font_metrics,needs_image",4.88
wpt/css_multicol/multicol-fill-auto-block-children-002,css_multicol,SP11: Font Metrics,needs_font_metrics,2.55
wpt/css_multicol/multicol-fill-auto-block-children-002-ref,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",1.55
wpt/css_multicol/multicol-gap-000,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.55
wpt/css_multicol/multicol-gap-001,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",0.38
wpt/css_multicol/multicol-gap-002,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",1.98
wpt/css_multicol/multicol-gap-003,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",1.98
wpt/css_multicol/multicol-gap-fraction-001-ref,css_multicol,SP11: Font Metrics,needs_font_metrics,2.43
wpt/css_multicol/multicol-gap-large-001,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",1.98
wpt/css_multicol/multicol-gap-large-002,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",1.98
wpt/css_multicol/multicol-gap-negative-001,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",1.98
wpt/css_multicol/multicol-height-block-child-001,css_multicol,SP11: Font Metrics,needs_font_metrics,3.42
wpt/css_multicol/multicol-height-block-child-001-ref,css_multicol,SP11: Font Metrics,needs_font_metrics,5.83
wpt/css_multicol/multicol-inherit-001,css_multicol,SP11: Font Metrics,needs_font_metrics,0.64
wpt/css_multicol/multicol-inherit-002,css_multicol,SP11: Font Metrics,needs_font_metrics,2.40
wpt/css_multicol/multicol-list-item-001,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",4.25
wpt/css_multicol/multicol-list-item-003,css_multicol,SP11/SP13: Text Rendering,needs_text,0.02
wpt/css_multicol/multicol-list-item-003-ref,css_multicol,SP11/SP13: Text Rendering,needs_text,0.02
wpt/css_multicol/multicol-list-item-004,css_multicol,SP11/SP13: Text Rendering,needs_text,0.02
wpt/css_multicol/multicol-list-item-004-ref,css_multicol,SP11/SP13: Text Rendering,needs_text,0.02
wpt/css_multicol/multicol-list-item-005,css_multicol,SP11/SP13: Text Rendering,needs_text,0.02
wpt/css_multicol/multicol-list-item-005-ref,css_multicol,SP11/SP13: Text Rendering,needs_text,0.02
wpt/css_multicol/multicol-list-item-006,css_multicol,SP11/SP13: Text Rendering,needs_text,0.02
wpt/css_multicol/multicol-list-item-006-ref,css_multicol,SP11/SP13: Text Rendering,needs_text,0.02
wpt/css_multicol/multicol-loads-indefinitely-001-crash,css_multicol,SP11/SP13: Text Rendering,needs_text,3.02
wpt/css_multicol/multicol-margin-001,css_multicol,SP11: Font Metrics,needs_font_metrics,8.49
wpt/css_multicol/multicol-margin-002,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",8.49
wpt/css_multicol/multicol-margin-003,css_multicol,SP11: Font Metrics,needs_font_metrics,0.15
wpt/css_multicol/multicol-margin-child-001,css_multicol,SP11: Font Metrics,needs_font_metrics,1.81
wpt/css_multicol/multicol-nested-002,css_multicol,SP11: Font Metrics,needs_font_metrics,0.63
wpt/css_multicol/multicol-nested-002-ref,css_multicol,SP11: Font Metrics,needs_font_metrics,7.06
wpt/css_multicol/multicol-nested-005,css_multicol,SP11: Font Metrics,needs_font_metrics,5.26
wpt/css_multicol/multicol-nested-017,css_multicol,SP11/SP13: Text Rendering,needs_text,0.80
wpt/css_multicol/multicol-nested-018,css_multicol,SP11/SP13: Text Rendering,needs_text,1.86
wpt/css_multicol/multicol-nested-column-rule-001-ref,css_multicol,SP11: Font Metrics,needs_font_metrics,0.57
wpt/css_multicol/multicol-nested-margin-001-ref,css_multicol,SP11: Font Metrics,needs_font_metrics,6.61
wpt/css_multicol/multicol-nested-margin-002,css_multicol,SP11: Font Metrics,needs_font_metrics,3.92
wpt/css_multicol/multicol-nested-margin-002-ref,css_multicol,SP11: Font Metrics,needs_font_metrics,8.60
wpt/css_multicol/multicol-nested-margin-003,css_multicol,SP11: Font Metrics,needs_font_metrics,4.57
wpt/css_multicol/multicol-nested-margin-003-ref,css_multicol,SP11: Font Metrics,needs_font_metrics,10.81
wpt/css_multicol/multicol-nested-margin-004,css_multicol,SP11: Font Metrics,needs_font_metrics,6.08
wpt/css_multicol/multicol-nested-margin-004-ref,css_multicol,SP11: Font Metrics,needs_font_metrics,10.77
wpt/css_multicol/multicol-nested-margin-005,css_multicol,SP11: Font Metrics,needs_font_metrics,6.08
wpt/css_multicol/multicol-oof-inline-cb-001,css_multicol,SP11/SP13: Text Rendering,needs_text,3.57
wpt/css_multicol/multicol-oof-inline-cb-001-ref,css_multicol,SP11/SP13: Text Rendering,needs_text,2.93
wpt/css_multicol/multicol-oof-inline-cb-002,css_multicol,SP11/SP13: Text Rendering,needs_text,1.87
wpt/css_multicol/multicol-overflowing-001,css_multicol,SP11: Font Metrics,needs_font_metrics,1.96
wpt/css_multicol/multicol-overflowing-001-ref,css_multicol,SP11: Font Metrics,needs_font_metrics,6.36
wpt/css_multicol/multicol-reduce-000,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",3.38
wpt/css_multicol/multicol-reduce-000-ref,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",7.98
wpt/css_multicol/multicol-rule-000,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",0.02
wpt/css_multicol/multicol-rule-000-ref,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",0.02
wpt/css_multicol/multicol-rule-001,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",1.70
wpt/css_multicol/multicol-rule-002,css_multicol,SP11/SP13: Text Rendering,needs_text,1.71
wpt/css_multicol/multicol-rule-003,css_multicol,SP11: Font Metrics,needs_font_metrics,2.57
wpt/css_multicol/multicol-rule-004,css_multicol,SP11: Font Metrics,needs_font_metrics,2.06
wpt/css_multicol/multicol-rule-color-001,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.42
wpt/css_multicol/multicol-rule-dashed-000,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",7.66
wpt/css_multicol/multicol-rule-dashed-000-ref,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",6.57
wpt/css_multicol/multicol-rule-dotted-000,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",7.66
wpt/css_multicol/multicol-rule-dotted-000-ref,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",6.55
wpt/css_multicol/multicol-rule-double-000,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",7.65
wpt/css_multicol/multicol-rule-double-000-ref,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",6.56
wpt/css_multicol/multicol-rule-fraction-001,css_multicol,SP11: Font Metrics,needs_font_metrics,2.42
wpt/css_multicol/multicol-rule-fraction-002,css_multicol,SP11: Font Metrics,needs_font_metrics,2.42
wpt/css_multicol/multicol-rule-fraction-003,css_multicol,SP11/SP13: Text Rendering,needs_text,1.62
wpt/css_multicol/multicol-rule-groove-000,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",7.66
wpt/css_multicol/multicol-rule-groove-000-ref,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",6.65
wpt/css_multicol/multicol-rule-hidden-000,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",4.35
wpt/css_multicol/multicol-rule-hidden-000-ref,css_multicol,SP11: Font Metrics,needs_font_metrics,7.81
wpt/css_multicol/multicol-rule-inset-000,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",7.66
wpt/css_multicol/multicol-rule-large-001,css_multicol,SP11: Font Metrics,needs_font_metrics,2.63
wpt/css_multicol/multicol-rule-large-002,css_multicol,SP11: Font Metrics,needs_font_metrics,2.57
wpt/css_multicol/multicol-rule-none-000,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",4.35
wpt/css_multicol/multicol-rule-outset-000,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",7.66
wpt/css_multicol/multicol-rule-ridge-000,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",7.66
wpt/css_multicol/multicol-rule-ridge-000-ref,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",6.65
wpt/css_multicol/multicol-rule-samelength-001,css_multicol,SP11: Font Metrics,needs_font_metrics,2.06
wpt/css_multicol/multicol-rule-samelength-001-ref,css_multicol,SP11: Font Metrics,needs_font_metrics,2.06
wpt/css_multicol/multicol-rule-shorthand-001,css_multicol,SP11: Font Metrics,needs_font_metrics,2.06
wpt/css_multicol/multicol-rule-solid-000,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",7.66
wpt/css_multicol/multicol-rule-solid-000-ref,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",6.65
wpt/css_multicol/multicol-rule-stacking-001,css_multicol,SP11/SP13: Text Rendering,needs_text,1.45
wpt/css_multicol/multicol-rule-stacking-ref,css_multicol,SP11/SP13: Text Rendering,needs_text,3.35
wpt/css_multicol/multicol-span-all-001,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",1.98
wpt/css_multicol/multicol-span-all-002,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",1.49
wpt/css_multicol/multicol-span-all-003,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",43.31
wpt/css_multicol/multicol-span-all-019,css_multicol,SP11/SP13: Text Rendering,needs_text,2.18
wpt/css_multicol/multicol-span-all-block-sibling-003,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",18.07
wpt/css_multicol/multicol-span-all-block-sibling-3-ref,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",18.88
wpt/css_multicol/multicol-span-all-children-height-010,css_multicol,SP11/SP13: Text Rendering,needs_text,1.70
wpt/css_multicol/multicol-span-all-dynamic-add-007-ref,css_multicol,SP11/SP13: Text Rendering,needs_text,0.17
wpt/css_multicol/multicol-span-all-dynamic-remove-004-ref,css_multicol,SP11/SP13: Text Rendering,needs_text,0.17
wpt/css_multicol/multicol-span-all-margin-001,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.42
wpt/css_multicol/multicol-span-all-margin-002,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",3.03
wpt/css_multicol/multicol-span-all-margin-bottom-001,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",3.57
wpt/css_multicol/multicol-span-all-margin-nested-001,css_multicol,SP11: Font Metrics,needs_font_metrics,3.84
wpt/css_multicol/multicol-span-all-margin-nested-002,css_multicol,SP11: Font Metrics,needs_font_metrics,4.69
wpt/css_multicol/multicol-span-float-001,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.03
wpt/css_multicol/multicol-span-none-001,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",1.98
wpt/css_multicol/multicol-width-001-ref,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",35.67
wpt/css_multicol/multicol-width-002,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.13
wpt/css_multicol/multicol-width-003,css_multicol,SP11: Font Metrics,needs_font_metrics,4.32
wpt/css_multicol/multicol-width-004,css_multicol,SP11/SP13: Text Rendering,needs_text,0.48
wpt/css_multicol/multicol-width-004-ref,css_multicol,SP11/SP13: Text Rendering,needs_text,0.52
wpt/css_multicol/multicol-width-005,css_multicol,SP11/SP13: Text Rendering,needs_text,0.71
wpt/css_multicol/multicol-width-005-ref,css_multicol,SP11/SP13: Text Rendering,needs_text,0.82
wpt/css_multicol/multicol-width-count-002,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",43.31
wpt/css_multicol/multicol-width-invalid-001,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.10
wpt/css_multicol/multicol-width-large-001,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.13
wpt/css_multicol/multicol-width-large-002,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.13
wpt/css_multicol/multicol-width-negative-001,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",4.96
wpt/css_multicol/multicol-width-small-001,css_multicol,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.12
wpt/css_multicol/multicol-zero-height-002,css_multicol,SP11: Font Metrics,needs_font_metrics,3.18
wpt/css_multicol/multicol-zero-height-002-ref,css_multicol,SP11: Font Metrics,needs_font_metrics,0.14
wpt/css_multicol/nested-balanced-very-tall-content-crash,css_multicol,SP11/SP13: Text Rendering,needs_text,2.50
wpt/css_multicol/parallel-flow-after-spanner-001,css_multicol,SP11/SP13: Text Rendering,needs_text,0.53
wpt/css_multicol/spanner-in-child-after-parallel-flow-003,css_multicol,SP11/SP13: Text Rendering,needs_text,0.11
wpt/css_multicol/spanner-in-child-after-parallel-flow-004,css_multicol,SP11/SP13: Text Rendering,needs_text,1.86
wpt/css_multicol/table_table-cell-content-change-001-ref,css_multicol,SP11/SP13: Text Rendering,needs_text,2.06
wpt/css_overflow/line-clamp_line-clamp-content-height-with-dynamic-change-ref,css_overflow,SP11/SP13: Text Rendering,needs_text,0.01
wpt/css_overflow/overflow-does-not-apply-to-inline-box,css_overflow,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.48
wpt/css_overflow/rounded-overflow-clip-visible-ref,css_overflow,SP11/SP13: Text Rendering,needs_text,3.23
wpt/css_overflow/rounded-overflow-visible-clip-ref,css_overflow,SP11/SP13: Text Rendering,needs_text,13.55
wpt/css_overflow/scroll-markers_scroll-marker-002-ref,css_overflow,SP11/SP13: Text Rendering,needs_text,2.82
wpt/css_overflow/scroll-markers_scroll-marker-004-ref,css_overflow,SP11/SP13: Text Rendering,needs_text,2.82
wpt/css_overflow/text-overflow-ellipsis-003-ref,css_overflow,SP11/SP13: Text Rendering,needs_text,1.49
wpt/css_position/position-absolute-center-001,css_position,SP11/SP13: Text Rendering,needs_text,0.42
wpt/css_position/position-absolute-in-inline-003,css_position,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",2.12
wpt/css_position/position-absolute-in-inline-004,css_position,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",0.85
wpt/css_position/position-relative-002,css_position,SP11/SP13: Text Rendering,needs_text,3.82
wpt/css_position/position-relative-003,css_position,SP11/SP13: Text Rendering,needs_text,2.12
wpt/css_position/static-position_htb-ltr-ltr,css_position,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",18.83
wpt/css_position/static-position_htb-ltr-rtl.tentative,css_position,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",18.83
wpt/css_position/static-position_htb-rtl-ltr.tentative,css_position,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",18.83
wpt/css_position/static-position_htb-rtl-rtl,css_position,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",18.83
wpt/css_sizing/clone-intrinsic-size,css_sizing,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",6.73
wpt/css_sizing/clone-intrinsic-size-ref,css_sizing,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",6.43
wpt/css_sizing/clone-nowrap-intrinsic-size,css_sizing,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",6.73
wpt/css_sizing/clone-nowrap-intrinsic-size-bidi,css_sizing,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",6.73
wpt/css_sizing/clone-nowrap-intrinsic-size-bidi-ref,css_sizing,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",6.73
wpt/css_sizing/clone-nowrap-intrinsic-size-ref,css_sizing,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",6.73
wpt/css_sizing/fit-content-max-inline-size.tentative,css_sizing,SP11/SP13: Text Rendering,needs_text,2.12
wpt/css_sizing/fit-content-min-inline-size,css_sizing,SP11/SP13: Text Rendering,needs_text,1.91
wpt/css_sizing/hori-block-size-small-or-larger-than-container-with-min-or-max-content-1,css_sizing,SP11/SP13: Text Rendering,needs_text,0.13
wpt/css_sizing/hori-block-size-small-or-larger-than-container-with-min-or-max-content-1-ref,css_sizing,SP11/SP13: Text Rendering,needs_text,0.15
wpt/css_sizing/hori-block-size-small-or-larger-than-container-with-min-or-max-content-2-ref,css_sizing,SP11/SP13: Text Rendering,needs_text,0.91
wpt/css_sizing/hori-block-size-small-or-larger-than-container-with-min-or-max-content-2a,css_sizing,SP11/SP13: Text Rendering,needs_text,0.91
wpt/css_sizing/hori-block-size-small-or-larger-than-container-with-min-or-max-content-2b,css_sizing,SP11/SP13: Text Rendering,needs_text,0.91
wpt/css_sizing/intrinsic-ratio-replaced-box-sizing-ref,css_sizing,SP11/SP13: Text Rendering,needs_text,7.67
wpt/css_sizing/min-content-le-max-content.tentative,css_sizing,SP11/SP13: Text Rendering,needs_text,1.06
wpt/css_sizing/slice-intrinsic-size,css_sizing,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",6.73
wpt/css_sizing/slice-intrinsic-size-ref,css_sizing,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",6.43
wpt/css_sizing/slice-nowrap-intrinsic-size,css_sizing,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",6.73
wpt/css_sizing/slice-nowrap-intrinsic-size-bidi,css_sizing,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",6.73
wpt/css_sizing/slice-nowrap-intrinsic-size-bidi-ref,css_sizing,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",6.73
wpt/css_sizing/slice-nowrap-intrinsic-size-ref,css_sizing,SP11/SP13: Text Rendering; SP11: Font Metrics,"needs_text,needs_font_metrics",6.73
