chromium_test_path,area,ported,our_test_id,pixel_result,mismatch_pct,failure_category,dependency
wpt/css2_floats/float-after-block-with-collapsed-margin-inside-inline,css2_floats,yes,wpt/css2_floats/float-after-block-with-collapsed-margin-inside-inline,fail,0.00,needs_text,SP11/SP13: Text Rendering
wpt/css2_floats/float-in-inline-anonymous-block-with-overflow-hidden,css2_floats,yes,wpt/css2_floats/float-in-inline-anonymous-block-with-overflow-hidden,fail,1.06,needs_text,SP11/SP13: Text Rendering
wpt/css2_floats/float-in-nested-multicol-001,css2_floats,yes,wpt/css2_floats/float-in-nested-multicol-001,pass,0.00,,
wpt/css2_floats/float-no-content-beside-001,css2_floats,yes,wpt/css2_floats/float-no-content-beside-001,fail,1.19,needs_text,SP11/SP13: Text Rendering
wpt/css2_floats/float-no-content-beside-001-ref,css2_floats,yes,wpt/css2_floats/float-no-content-beside-001-ref,fail,1.19,needs_text,SP11/SP13: Text Rendering
wpt/css2_floats/float-nowrap-1,css2_floats,yes,wpt/css2_floats/float-nowrap-1,fail,0.49,"needs_text,needs_font_metrics",SP11/SP13: Text Rendering; SP11: Font Metrics
wpt/css2_floats/float-nowrap-1-notref,css2_floats,yes,wpt/css2_floats/float-nowrap-1-notref,fail,0.49,"needs_text,needs_font_metrics",SP11/SP13: Text Rendering; SP11: Font Metrics
wpt/css2_floats/float-nowrap-2,css2_floats,yes,wpt/css2_floats/float-nowrap-2,fail,0.49,"needs_text,needs_font_metrics",SP11/SP13: Text Rendering; SP11: Font Metrics
wpt/css2_floats/float-nowrap-3,css2_floats,yes,wpt/css2_floats/float-nowrap-3,fail,0.49,"needs_text,needs_font_metrics",SP11/SP13: Text Rendering; SP11: Font Metrics
wpt/css2_floats/float-nowrap-3-ref,css2_floats,yes,wpt/css2_floats/float-nowrap-3-ref,fail,0.49,"needs_text,needs_font_metrics",SP11/SP13: Text Rendering; SP11: Font Metrics
wpt/css2_floats/float-nowrap-4,css2_floats,yes,wpt/css2_floats/float-nowrap-4,fail,0.49,"needs_text,needs_font_metrics",SP11/SP13: Text Rendering; SP11: Font Metrics
wpt/css2_floats/float-nowrap-4-ref,css2_floats,yes,wpt/css2_floats/float-nowrap-4-ref,fail,0.49,"needs_text,needs_font_metrics",SP11/SP13: Text Rendering; SP11: Font Metrics
wpt/css2_floats/float-nowrap-4-ref2,css2_floats,yes,wpt/css2_floats/float-nowrap-4-ref2,fail,0.49,"needs_text,needs_font_metrics",SP11/SP13: Text Rendering; SP11: Font Metrics
wpt/css2_floats/float-nowrap-5,css2_floats,yes,wpt/css2_floats/float-nowrap-5,pass,0.00,,
wpt/css2_floats/float-nowrap-5-ref,css2_floats,yes,wpt/css2_floats/float-nowrap-5-ref,pass,0.00,,
wpt/css2_floats/float-nowrap-6,css2_floats,yes,wpt/css2_floats/float-nowrap-6,pass,0.00,,
wpt/css2_floats/float-nowrap-7,css2_floats,yes,wpt/css2_floats/float-nowrap-7,fail,0.49,"needs_text,needs_font_metrics",SP11/SP13: Text Rendering; SP11: Font Metrics
wpt/css2_floats/float-nowrap-8,css2_floats,yes,wpt/css2_floats/float-nowrap-8,fail,0.49,"needs_text,needs_font_metrics",SP11/SP13: Text Rendering; SP11: Font Metrics
wpt/css2_floats/float-nowrap-9,css2_floats,yes,wpt/css2_floats/float-nowrap-9,fail,0.49,"needs_text,needs_font_metrics",SP11/SP13: Text Rendering; SP11: Font Metrics
wpt/css2_floats/float-nowrap-hyphen-rewind-1,css2_floats,yes,wpt/css2_floats/float-nowrap-hyphen-rewind-1,fail,2.03,"needs_text,needs_font_metrics",SP11/SP13: Text Rendering; SP11: Font Metrics
wpt/css2_floats/float-nowrap-hyphen-rewind-1-ref,css2_floats,yes,wpt/css2_floats/float-nowrap-hyphen-rewind-1-ref,fail,2.03,"needs_text,needs_font_metrics",SP11/SP13: Text Rendering; SP11: Font Metrics
wpt/css2_floats/float-nowrap-hyphen-rewind-1-ref2,css2_floats,yes,wpt/css2_floats/float-nowrap-hyphen-rewind-1-ref2,fail,2.03,"needs_text,needs_font_metrics",SP11/SP13: Text Rendering; SP11: Font Metrics
wpt/css2_floats/float-root,css2_floats,yes,wpt/css2_floats/float-root,pass,0.00,,
wpt/css2_floats/float-root-ref,css2_floats,yes,wpt/css2_floats/float-root-ref,pass,0.00,,
wpt/css2_floats/float-under-flatten-under-preserve-3d,css2_floats,yes,wpt/css2_floats/float-under-flatten-under-preserve-3d,pass,0.00,,
wpt/css2_floats/float-with-absolutely-positioned-child-with-static-inset,css2_floats,yes,wpt/css2_floats/float-with-absolutely-positioned-child-with-static-inset,pass,0.00,,
wpt/css2_floats/float-with-absolutely-positioned-child-with-static-inset-ref,css2_floats,yes,wpt/css2_floats/float-with-absolutely-positioned-child-with-static-inset-ref,pass,0.00,,
wpt/css2_floats/floats-in-table-caption-001-ref,css2_floats,yes,wpt/css2_floats/floats-in-table-caption-001-ref,pass,0.00,,
wpt/css2_floats/floats-line-wrap-shifted-001,css2_floats,yes,wpt/css2_floats/floats-line-wrap-shifted-001,fail,1.61,needs_font_metrics,SP11: Font Metrics
wpt/css2_floats/floats-line-wrap-shifted-001-ref,css2_floats,yes,wpt/css2_floats/floats-line-wrap-shifted-001-ref,fail,1.77,"needs_text,needs_font_metrics",SP11/SP13: Text Rendering; SP11: Font Metrics
wpt/css2_floats/floats-placement-001,css2_floats,yes,wpt/css2_floats/floats-placement-001,pass,0.00,,
wpt/css2_floats/floats-placement-002,css2_floats,yes,wpt/css2_floats/floats-placement-002,fail,0.08,needs_font_metrics,SP11: Font Metrics
wpt/css2_floats/floats-placement-003,css2_floats,yes,wpt/css2_floats/floats-placement-003,fail,0.34,"needs_text,needs_font_metrics",SP11/SP13: Text Rendering; SP11: Font Metrics
wpt/css2_floats/floats-placement-004,css2_floats,yes,wpt/css2_floats/floats-placement-004,fail,1.70,needs_font_metrics,SP11: Font Metrics
wpt/css2_floats/floats-placement-005,css2_floats,yes,wpt/css2_floats/floats-placement-005,fail,1.22,"needs_text,needs_font_metrics",SP11/SP13: Text Rendering; SP11: Font Metrics
wpt/css2_floats/floats-placement-005-ref,css2_floats,yes,wpt/css2_floats/floats-placement-005-ref,pass,0.00,,
wpt/css2_floats/floats-placement-006,css2_floats,yes,wpt/css2_floats/floats-placement-006,fail,2.12,sp12_layout_bug,
wpt/css2_floats/floats-placement-007,css2_floats,yes,wpt/css2_floats/floats-placement-007,fail,2.12,sp12_layout_bug,
wpt/css2_floats/floats-placement-008,css2_floats,yes,wpt/css2_floats/floats-placement-008,fail,1.15,sp12_layout_bug,
wpt/css2_floats/floats-placement-vertical-001-ref,css2_floats,yes,wpt/css2_floats/floats-placement-vertical-001-ref,fail,3.18,needs_text,SP11/SP13: Text Rendering
wpt/css2_floats/floats-placement-vertical-001a,css2_floats,yes,wpt/css2_floats/floats-placement-vertical-001a,fail,3.18,needs_text,SP11/SP13: Text Rendering
wpt/css2_floats/floats-placement-vertical-001b,css2_floats,yes,wpt/css2_floats/floats-placement-vertical-001b,fail,3.18,needs_text,SP11/SP13: Text Rendering
wpt/css2_floats/floats-placement-vertical-001c,css2_floats,yes,wpt/css2_floats/floats-placement-vertical-001c,fail,3.18,needs_text,SP11/SP13: Text Rendering
wpt/css2_floats/floats-placement-vertical-003,css2_floats,yes,wpt/css2_floats/floats-placement-vertical-003,fail,0.76,sp12_layout_bug,
wpt/css2_floats/floats-placement-vertical-003-ref,css2_floats,yes,wpt/css2_floats/floats-placement-vertical-003-ref,fail,0.38,sp12_layout_bug,
wpt/css2_floats/floats-placement-vertical-004,css2_floats,yes,wpt/css2_floats/floats-placement-vertical-004,pass,0.00,,
wpt/css2_floats/floats-placement-vertical-004-ref,css2_floats,yes,wpt/css2_floats/floats-placement-vertical-004-ref,fail,1.61,needs_text,SP11/SP13: Text Rendering
wpt/css2_floats/floats-placement-vertical-004-ref2,css2_floats,yes,wpt/css2_floats/floats-placement-vertical-004-ref2,pass,0.00,,
wpt/css2_floats/floats-rule3-outside-left-001,css2_floats,yes,wpt/css2_floats/floats-rule3-outside-left-001,pass,0.00,,
wpt/css2_floats/floats-rule3-outside-left-001-ref,css2_floats,yes,wpt/css2_floats/floats-rule3-outside-left-001-ref,pass,0.00,,
wpt/css2_floats/floats-rule3-outside-left-002,css2_floats,yes,wpt/css2_floats/floats-rule3-outside-left-002,pass,0.00,,
wpt/css2_floats/floats-rule3-outside-left-002-ref,css2_floats,yes,wpt/css2_floats/floats-rule3-outside-left-002-ref,pass,0.00,,
wpt/css2_floats/floats-rule3-outside-right-001,css2_floats,yes,wpt/css2_floats/floats-rule3-outside-right-001,pass,0.00,,
wpt/css2_floats/floats-rule3-outside-right-001-ref,css2_floats,yes,wpt/css2_floats/floats-rule3-outside-right-001-ref,pass,0.00,,
wpt/css2_floats/floats-rule3-outside-right-002,css2_floats,yes,wpt/css2_floats/floats-rule3-outside-right-002,pass,0.00,,
wpt/css2_floats/floats-rule3-outside-right-002-ref,css2_floats,yes,wpt/css2_floats/floats-rule3-outside-right-002-ref,pass,0.00,,
wpt/css2_floats/floats-rule7-outside-left-001,css2_floats,yes,wpt/css2_floats/floats-rule7-outside-left-001,fail,0.21,sp12_layout_bug,
wpt/css2_floats/floats-rule7-outside-left-001-ref,css2_floats,yes,wpt/css2_floats/floats-rule7-outside-left-001-ref,pass,0.00,,
wpt/css2_floats/floats-rule7-outside-right-001,css2_floats,yes,wpt/css2_floats/floats-rule7-outside-right-001,fail,0.11,sp12_layout_bug,
wpt/css2_floats/floats-rule7-outside-right-001-ref,css2_floats,yes,wpt/css2_floats/floats-rule7-outside-right-001-ref,pass,0.00,,
wpt/css2_floats/floats-wrap-bfc-001-left-overflow-ref,css2_floats,yes,wpt/css2_floats/floats-wrap-bfc-001-left-overflow-ref,pass,0.00,,
wpt/css2_floats/floats-wrap-bfc-001-left-table-ref,css2_floats,yes,wpt/css2_floats/floats-wrap-bfc-001-left-table-ref,pass,0.00,,
wpt/css2_floats/floats-wrap-bfc-001-right-overflow-ref,css2_floats,yes,wpt/css2_floats/floats-wrap-bfc-001-right-overflow-ref,pass,0.00,,
wpt/css2_floats/floats-wrap-bfc-001-right-table-ref,css2_floats,yes,wpt/css2_floats/floats-wrap-bfc-001-right-table-ref,pass,0.00,,
wpt/css2_floats/floats-wrap-bfc-002-left-ref,css2_floats,yes,wpt/css2_floats/floats-wrap-bfc-002-left-ref,pass,0.00,,
wpt/css2_floats/floats-wrap-bfc-002-right-ref,css2_floats,yes,wpt/css2_floats/floats-wrap-bfc-002-right-ref,pass,0.00,,
wpt/css2_floats/floats-wrap-bfc-003-left-overflow-ref,css2_floats,yes,wpt/css2_floats/floats-wrap-bfc-003-left-overflow-ref,pass,0.00,,
wpt/css2_floats/floats-wrap-bfc-003-left-table-ref,css2_floats,yes,wpt/css2_floats/floats-wrap-bfc-003-left-table-ref,pass,0.00,,
wpt/css2_floats/floats-wrap-bfc-003-right-overflow-ref,css2_floats,yes,wpt/css2_floats/floats-wrap-bfc-003-right-overflow-ref,pass,0.00,,
wpt/css2_floats/floats-wrap-bfc-003-right-table-ref,css2_floats,yes,wpt/css2_floats/floats-wrap-bfc-003-right-table-ref,pass,0.00,,
wpt/css2_floats/floats-wrap-bfc-004-ref,css2_floats,yes,wpt/css2_floats/floats-wrap-bfc-004-ref,pass,0.00,,
wpt/css2_floats/floats-wrap-bfc-005-ref,css2_floats,yes,wpt/css2_floats/floats-wrap-bfc-005-ref,pass,0.00,,
wpt/css2_floats/floats-wrap-bfc-008,css2_floats,yes,wpt/css2_floats/floats-wrap-bfc-008,pass,0.00,,
wpt/css2_floats/floats-wrap-bfc-with-margin-004,css2_floats,yes,wpt/css2_floats/floats-wrap-bfc-with-margin-004,pass,0.00,,
wpt/css2_floats/floats-wrap-bfc-with-margin-005,css2_floats,yes,wpt/css2_floats/floats-wrap-bfc-with-margin-005,fail,0.85,sp12_layout_bug,
wpt/css2_floats/floats-wrap-bfc-with-margin-006.tentative,css2_floats,yes,wpt/css2_floats/floats-wrap-bfc-with-margin-006.tentative,fail,2.39,sp12_layout_bug,
wpt/css2_floats/floats-wrap-bfc-with-margin-007.tentative,css2_floats,yes,wpt/css2_floats/floats-wrap-bfc-with-margin-007.tentative,fail,2.92,sp12_layout_bug,
wpt/css2_floats/floats-wrap-bfc-with-margin-008.tentative,css2_floats,yes,wpt/css2_floats/floats-wrap-bfc-with-margin-008.tentative,pass,0.00,,
wpt/css2_floats/floats-wrap-bfc-with-margin-009.tentative,css2_floats,yes,wpt/css2_floats/floats-wrap-bfc-with-margin-009.tentative,fail,0.53,sp12_layout_bug,
wpt/css2_floats/floats-wrap-bfc-with-margin-010,css2_floats,yes,wpt/css2_floats/floats-wrap-bfc-with-margin-010,fail,2.89,sp12_layout_bug,
wpt/css2_floats/floats-wrap-bfc-with-margin-010-ref,css2_floats,yes,wpt/css2_floats/floats-wrap-bfc-with-margin-010-ref,pass,0.00,,
wpt/css2_floats/floats-wrap-top-below-001l-notref,css2_floats,yes,wpt/css2_floats/floats-wrap-top-below-001l-notref,fail,1.14,needs_text,SP11/SP13: Text Rendering
wpt/css2_floats/floats-wrap-top-below-001l-ref,css2_floats,yes,wpt/css2_floats/floats-wrap-top-below-001l-ref,fail,1.14,needs_text,SP11/SP13: Text Rendering
wpt/css2_floats/floats-wrap-top-below-001r-notref,css2_floats,yes,wpt/css2_floats/floats-wrap-top-below-001r-notref,fail,1.14,needs_text,SP11/SP13: Text Rendering
wpt/css2_floats/floats-wrap-top-below-001r-ref,css2_floats,yes,wpt/css2_floats/floats-wrap-top-below-001r-ref,fail,1.14,needs_text,SP11/SP13: Text Rendering
wpt/css2_floats/floats-wrap-top-below-002l-ref,css2_floats,yes,wpt/css2_floats/floats-wrap-top-below-002l-ref,fail,1.01,needs_text,SP11/SP13: Text Rendering
wpt/css2_floats/floats-wrap-top-below-002r-ref,css2_floats,yes,wpt/css2_floats/floats-wrap-top-below-002r-ref,fail,1.01,needs_text,SP11/SP13: Text Rendering
wpt/css2_floats/floats-wrap-top-below-003l-ref,css2_floats,yes,wpt/css2_floats/floats-wrap-top-below-003l-ref,fail,2.17,needs_text,SP11/SP13: Text Rendering
wpt/css2_floats/floats-wrap-top-below-003r-ref,css2_floats,yes,wpt/css2_floats/floats-wrap-top-below-003r-ref,fail,3.23,needs_text,SP11/SP13: Text Rendering
wpt/css2_floats/floats-wrap-top-below-bfc-001l,css2_floats,yes,wpt/css2_floats/floats-wrap-top-below-bfc-001l,fail,2.20,needs_text,SP11/SP13: Text Rendering
wpt/css2_floats/floats-wrap-top-below-bfc-001r,css2_floats,yes,wpt/css2_floats/floats-wrap-top-below-bfc-001r,fail,2.20,needs_text,SP11/SP13: Text Rendering
wpt/css2_floats/floats-wrap-top-below-bfc-002l,css2_floats,yes,wpt/css2_floats/floats-wrap-top-below-bfc-002l,fail,5.26,needs_text,SP11/SP13: Text Rendering
wpt/css2_floats/floats-wrap-top-below-bfc-002r,css2_floats,yes,wpt/css2_floats/floats-wrap-top-below-bfc-002r,fail,5.26,needs_text,SP11/SP13: Text Rendering
wpt/css2_floats/floats-wrap-top-below-bfc-003l,css2_floats,yes,wpt/css2_floats/floats-wrap-top-below-bfc-003l,fail,3.23,needs_text,SP11/SP13: Text Rendering
wpt/css2_floats/floats-wrap-top-below-bfc-003r,css2_floats,yes,wpt/css2_floats/floats-wrap-top-below-bfc-003r,fail,3.23,needs_text,SP11/SP13: Text Rendering
wpt/css2_floats/floats-wrap-top-below-inline-001l,css2_floats,yes,wpt/css2_floats/floats-wrap-top-below-inline-001l,fail,2.20,needs_text,SP11/SP13: Text Rendering
wpt/css2_floats/floats-wrap-top-below-inline-001r,css2_floats,yes,wpt/css2_floats/floats-wrap-top-below-inline-001r,fail,2.20,needs_text,SP11/SP13: Text Rendering
wpt/css2_floats/floats-wrap-top-below-inline-002l,css2_floats,yes,wpt/css2_floats/floats-wrap-top-below-inline-002l,fail,5.26,needs_text,SP11/SP13: Text Rendering
wpt/css2_floats/floats-wrap-top-below-inline-002r,css2_floats,yes,wpt/css2_floats/floats-wrap-top-below-inline-002r,fail,5.26,needs_text,SP11/SP13: Text Rendering
wpt/css2_floats/floats-wrap-top-below-inline-003l,css2_floats,yes,wpt/css2_floats/floats-wrap-top-below-inline-003l,fail,3.23,needs_text,SP11/SP13: Text Rendering
wpt/css2_floats/floats-wrap-top-below-inline-003r,css2_floats,yes,wpt/css2_floats/floats-wrap-top-below-inline-003r,fail,3.23,needs_text,SP11/SP13: Text Rendering
wpt/css2_floats/floats-zero-height-wrap-001,css2_floats,yes,wpt/css2_floats/floats-zero-height-wrap-001,fail,0.76,needs_text,SP11/SP13: Text Rendering
wpt/css2_floats/floats-zero-height-wrap-001-ref,css2_floats,yes,wpt/css2_floats/floats-zero-height-wrap-001-ref,fail,0.93,needs_text,SP11/SP13: Text Rendering
wpt/css2_floats/floats-zero-height-wrap-002,css2_floats,yes,wpt/css2_floats/floats-zero-height-wrap-002,fail,0.76,needs_text,SP11/SP13: Text Rendering
wpt/css2_floats/intrinsic-size-float-and-line,css2_floats,yes,wpt/css2_floats/intrinsic-size-float-and-line,fail,2.12,sp12_layout_bug,
wpt/css2_floats/line-pushed-by-floats-crash,css2_floats,yes,wpt/css2_floats/line-pushed-by-floats-crash,fail,2.50,needs_text,SP11/SP13: Text Rendering
wpt/css2_floats/negative-block-margin-pushing-float-out-of-block-formatting-context,css2_floats,yes,wpt/css2_floats/negative-block-margin-pushing-float-out-of-block-formatting-context,pass,0.00,,
wpt/css2_floats/negative-block-margin-pushing-float-out-of-block-formatting-context-ref,css2_floats,yes,wpt/css2_floats/negative-block-margin-pushing-float-out-of-block-formatting-context-ref,pass,0.00,,
wpt/css2_floats/negative-margin-float-positioning,css2_floats,yes,wpt/css2_floats/negative-margin-float-positioning,pass,0.00,,
wpt/css2_floats/new-fc-beside-adjoining-float,css2_floats,yes,wpt/css2_floats/new-fc-beside-adjoining-float,fail,8.07,sp12_layout_bug,
wpt/css2_floats/new-fc-beside-adjoining-float-2,css2_floats,yes,wpt/css2_floats/new-fc-beside-adjoining-float-2,fail,4.25,sp12_layout_bug,
wpt/css2_floats/new-fc-beside-float-with-margin,css2_floats,yes,wpt/css2_floats/new-fc-beside-float-with-margin,pass,0.00,,
wpt/css2_floats/new-fc-beside-float-with-margin-rtl,css2_floats,yes,wpt/css2_floats/new-fc-beside-float-with-margin-rtl,pass,0.00,,
wpt/css2_floats/new-fc-beside-float-with-min-width,css2_floats,yes,wpt/css2_floats/new-fc-beside-float-with-min-width,pass,0.00,,
wpt/css2_floats/new-fc-relayout,css2_floats,yes,wpt/css2_floats/new-fc-relayout,fail,0.35,needs_font_metrics,SP11: Font Metrics
wpt/css2_floats/new-fc-separates-from-float,css2_floats,yes,wpt/css2_floats/new-fc-separates-from-float,pass,0.00,,
wpt/css2_floats/new-fc-separates-from-float-2,css2_floats,yes,wpt/css2_floats/new-fc-separates-from-float-2,fail,4.25,sp12_layout_bug,
wpt/css2_floats/new-fc-separates-from-float-3,css2_floats,yes,wpt/css2_floats/new-fc-separates-from-float-3,fail,2.97,sp12_layout_bug,
wpt/css2_floats/new-fc-separates-from-float-4,css2_floats,yes,wpt/css2_floats/new-fc-separates-from-float-4,fail,0.81,needs_text,SP11/SP13: Text Rendering
wpt/css2_floats/overflow-scroll-float-paint-order,css2_floats,yes,wpt/css2_floats/overflow-scroll-float-paint-order,pass,0.00,,
wpt/css2_floats/overflow-scroll-float-paint-order-ref,css2_floats,yes,wpt/css2_floats/overflow-scroll-float-paint-order-ref,pass,0.00,,
wpt/css2_floats/overhanging-float-paint-order,css2_floats,yes,wpt/css2_floats/overhanging-float-paint-order,fail,3.40,sp12_layout_bug,
wpt/css2_floats/overhanging-float-paint-order-ref,css2_floats,yes,wpt/css2_floats/overhanging-float-paint-order-ref,pass,0.00,,
wpt/css2_floats/zero-available-space-float-positioning,css2_floats,yes,wpt/css2_floats/zero-available-space-float-positioning,pass,0.00,,
wpt/css2_floats/zero-width-floats,css2_floats,yes,wpt/css2_floats/zero-width-floats,fail,4.25,sp12_layout_bug,
wpt/css2_floats/zero-width-floats-positioning.tentative,css2_floats,yes,wpt/css2_floats/zero-width-floats-positioning.tentative,fail,0.96,sp12_layout_bug,
wpt/css_backgrounds/animations_background-color-animation-custom-property-ref,css_backgrounds,yes,wpt/css_backgrounds/animations_background-color-animation-custom-property-ref,pass,0.00,,
wpt/css_backgrounds/animations_background-color-animation-custom-timing-function-ref,css_backgrounds,yes,wpt/css_backgrounds/animations_background-color-animation-custom-timing-function-ref,pass,0.00,,
wpt/css_backgrounds/animations_background-color-animation-custom-timing-function-reverse-ref,css_backgrounds,yes,wpt/css_backgrounds/animations_background-color-animation-custom-timing-function-reverse-ref,pass,0.00,,
wpt/css_backgrounds/animations_background-color-animation-element-not-visible-at-current-viewport-ref,css_backgrounds,yes,wpt/css_backgrounds/animations_background-color-animation-element-not-visible-at-current-viewport-ref,pass,0.00,,
wpt/css_backgrounds/animations_background-color-animation-fallback-additive-keyframe-ref,css_backgrounds,yes,wpt/css_backgrounds/animations_background-color-animation-fallback-additive-keyframe-ref,pass,0.00,,
wpt/css_backgrounds/animations_background-color-animation-fragmented-ref,css_backgrounds,yes,wpt/css_backgrounds/animations_background-color-animation-fragmented-ref,pass,0.00,,
wpt/css_backgrounds/animations_background-color-animation-half-opaque-ref,css_backgrounds,yes,wpt/css_backgrounds/animations_background-color-animation-half-opaque-ref,fail,11.08,sp12_layout_bug,
wpt/css_backgrounds/animations_background-color-animation-pseudo-element-ref,css_backgrounds,yes,wpt/css_backgrounds/animations_background-color-animation-pseudo-element-ref,pass,0.00,,
wpt/css_backgrounds/animations_background-color-animation-will-change-contents-ref,css_backgrounds,yes,wpt/css_backgrounds/animations_background-color-animation-will-change-contents-ref,fail,11.08,sp12_layout_bug,
wpt/css_backgrounds/animations_background-color-animation-with-images-ref,css_backgrounds,yes,wpt/css_backgrounds/animations_background-color-animation-with-images-ref,pass,0.00,,
wpt/css_backgrounds/animations_background-color-animation-with-mask-ref,css_backgrounds,yes,wpt/css_backgrounds/animations_background-color-animation-with-mask-ref,fail,2.12,sp12_layout_bug,
wpt/css_backgrounds/animations_background-color-animation-zero-size-element-change-to-non-zero-ref,css_backgrounds,yes,wpt/css_backgrounds/animations_background-color-animation-zero-size-element-change-to-non-zero-ref,pass,0.00,,
wpt/css_backgrounds/animations_background-color-transition-currentcolor-ref,css_backgrounds,yes,wpt/css_backgrounds/animations_background-color-transition-currentcolor-ref,fail,0.81,sp12_layout_bug,
wpt/css_backgrounds/animations_invalidation_background-color-animation-with-zero-alpha-ref,css_backgrounds,yes,wpt/css_backgrounds/animations_invalidation_background-color-animation-with-zero-alpha-ref,pass,0.00,,
wpt/css_backgrounds/animations_invalidation_background-color-transition-obscured-ref,css_backgrounds,yes,wpt/css_backgrounds/animations_invalidation_background-color-transition-obscured-ref,pass,0.00,,
wpt/css_backgrounds/animations_invalidation_background-color-transition-with-initially-transparent-ref,css_backgrounds,yes,wpt/css_backgrounds/animations_invalidation_background-color-transition-with-initially-transparent-ref,pass,0.00,,
wpt/css_backgrounds/background-334,css_backgrounds,yes,wpt/css_backgrounds/background-334,fail,0.01,needs_image,SP13: Image Rendering
wpt/css_backgrounds/background-attachment-fixed,css_backgrounds,yes,wpt/css_backgrounds/background-attachment-fixed,fail,1.54,needs_image,SP13: Image Rendering
wpt/css_backgrounds/background-attachment-fixed-inline-scrolled-ref,css_backgrounds,yes,wpt/css_backgrounds/background-attachment-fixed-inline-scrolled-ref,fail,31.48,"needs_text,needs_gradient",SP11/SP13: Text Rendering; SP13: Gradient Rendering
wpt/css_backgrounds/background-attachment-local,css_backgrounds,yes,wpt/css_backgrounds/background-attachment-local,fail,1.86,needs_image,SP13: Image Rendering
wpt/css_backgrounds/background-attachment-local-hidden,css_backgrounds,yes,wpt/css_backgrounds/background-attachment-local-hidden,fail,0.85,sp12_layout_bug,
wpt/css_backgrounds/background-attachment-local_attachment-local-clipping-color-1-ref,css_backgrounds,yes,wpt/css_backgrounds/background-attachment-local_attachment-local-clipping-color-1-ref,fail,0.91,sp12_layout_bug,
wpt/css_backgrounds/background-attachment-local_attachment-local-clipping-color-3-ref,css_backgrounds,yes,wpt/css_backgrounds/background-attachment-local_attachment-local-clipping-color-3-ref,fail,6.73,sp12_layout_bug,
wpt/css_backgrounds/background-attachment-local_attachment-local-clipping-color-4-ref,css_backgrounds,yes,wpt/css_backgrounds/background-attachment-local_attachment-local-clipping-color-4-ref,fail,5.89,sp12_layout_bug,
wpt/css_backgrounds/background-attachment-local_attachment-local-clipping-color-6-ref,css_backgrounds,yes,wpt/css_backgrounds/background-attachment-local_attachment-local-clipping-color-6-ref,fail,3.32,sp12_layout_bug,
wpt/css_backgrounds/background-attachment-local_attachment-local-clipping-image-1-ref,css_backgrounds,yes,wpt/css_backgrounds/background-attachment-local_attachment-local-clipping-image-1-ref,pass,0.00,,
wpt/css_backgrounds/background-attachment-local_attachment-local-clipping-image-3-ref,css_backgrounds,yes,wpt/css_backgrounds/background-attachment-local_attachment-local-clipping-image-3-ref,pass,0.00,,
wpt/css_backgrounds/background-attachment-local_attachment-local-clipping-image-4-ref,css_backgrounds,yes,wpt/css_backgrounds/background-attachment-local_attachment-local-clipping-image-4-ref,fail,2.98,needs_image,SP13: Image Rendering
wpt/css_backgrounds/background-attachment-local_attachment-local-clipping-image-6-ref,css_backgrounds,yes,wpt/css_backgrounds/background-attachment-local_attachment-local-clipping-image-6-ref,fail,2.98,needs_image,SP13: Image Rendering
wpt/css_backgrounds/background-attachment-local_attachment-local-positioning-2-ref,css_backgrounds,yes,wpt/css_backgrounds/background-attachment-local_attachment-local-positioning-2-ref,pass,0.00,,
wpt/css_backgrounds/background-attachment-local_attachment-local-positioning-3-ref,css_backgrounds,yes,wpt/css_backgrounds/background-attachment-local_attachment-local-positioning-3-ref,pass,0.00,,
wpt/css_backgrounds/background-attachment-local_attachment-local-positioning-4-ref,css_backgrounds,yes,wpt/css_backgrounds/background-attachment-local_attachment-local-positioning-4-ref,pass,0.00,,
wpt/css_backgrounds/background-attachment-local_attachment-local-positioning-5-ref,css_backgrounds,yes,wpt/css_backgrounds/background-attachment-local_attachment-local-positioning-5-ref,pass,0.00,,
wpt/css_backgrounds/background-attachment-local_attachment-scroll-positioning-1-ref,css_backgrounds,yes,wpt/css_backgrounds/background-attachment-local_attachment-scroll-positioning-1-ref,pass,0.00,,
wpt/css_backgrounds/background-attachment-margin-root-001-ref,css_backgrounds,yes,wpt/css_backgrounds/background-attachment-margin-root-001-ref,fail,85.50,needs_gradient,SP13: Gradient Rendering
wpt/css_backgrounds/background-attachment-margin-root-002-ref,css_backgrounds,yes,wpt/css_backgrounds/background-attachment-margin-root-002-ref,fail,85.50,needs_gradient,SP13: Gradient Rendering
wpt/css_backgrounds/background-clip-002,css_backgrounds,yes,wpt/css_backgrounds/background-clip-002,pass,0.00,,
wpt/css_backgrounds/background-clip-003,css_backgrounds,yes,wpt/css_backgrounds/background-clip-003,pass,0.00,,
wpt/css_backgrounds/background-clip-004,css_backgrounds,yes,wpt/css_backgrounds/background-clip-004,pass,0.00,,
wpt/css_backgrounds/background-clip-005,css_backgrounds,yes,wpt/css_backgrounds/background-clip-005,pass,0.00,,
wpt/css_backgrounds/background-clip-006,css_backgrounds,yes,wpt/css_backgrounds/background-clip-006,fail,3.31,sp12_layout_bug,
wpt/css_backgrounds/background-clip-007,css_backgrounds,yes,wpt/css_backgrounds/background-clip-007,pass,0.00,,
wpt/css_backgrounds/background-clip-008,css_backgrounds,yes,wpt/css_backgrounds/background-clip-008,pass,0.00,,
